Name,Rating,Date,Review
ias dwi,1/5,2 tahun lalu di,"Pelayanan yg sangat tidak ramah, apalagi satpamnya, kapok nginap disini"
Zana Dila,1/5,setahun lalu di,"Scurity tdk sopan, menjumpai saat dia sedang minum ... Jodi kalau tdk salah namanya"
Febrian Yoga,1/5,3 tahun lalu di,"Lantai hotelnya kotor, tidak ada sandal hotel, tidak menyediakan setrika"
Muhammad Luthfi Harits,1/5,8 bulan lalu di,Seringkali berisik. Mengganggu daerah sekitarnya
ISSAM FRHAN,1/5,3 tahun lalu di,tidak baik ...Kamar mandi baunya tidak enak ... tidak ada minat
G b,1/5,2 tahun lalu di,Resepsionis tdk sopan dan ramah. Tlong D training kembali untuk yg laki laki . Terimakasih
Yahya Marochtin,1/5,5 tahun lalu di,"Makanan tdk enak dan fasilitasnya kurang, tdk ada sikat gigi dan pasta gigi"
Siska Nur A,1/5,4 tahun lalu di,"Sarapan nya nasi goreng nya keras, fasilitas tidak sesuai"
Sulindra Sahili,1/5,2 tahun lalu di,"Kurang begitu nyaman , tempatnya kurang bersih"
Muhammad Bachtiar,1/5,4 tahun lalu di,Pelayanan makan paginya kurang memuaskan sekali
Edi Widianto,1/5,4 tahun lalu di,"Hotel kayak apa ini, sempit, tidak cukup ruang gerak di kamar"
Alvalens,1/5,2 tahun lalu di,Kran kamar mandi tidak berfungsi
Danu Kurniawan,1/5,6 tahun lalu di,Sempit dan tdk ada swimm pool
Febry Agil,1/5,6 tahun lalu di,"Fasilitas sendal, pasta gigi gg ada."
Rengga Setiawan,1/5,2 tahun lalu di,Kualitas sesuai dg harga
Rangga Prasetyo,1/5,5 tahun lalu di,Hotelnya biasa aja
A.M NgErs,1/5,setahun lalu di,saya ditipu puluhan juta disini
Bulan PRB,1/5,2 tahun lalu di,Tidak memenuhi kebutuhan dasar tamu
AKN Chanel,1/5,setahun lalu di,Biasa saja.
Faiz Faiz,1/5,6 tahun lalu di,saya ingin nginap
Siswanto Shs,1/5,7 tahun lalu di,Tempatnya bersih
Adinda Salsabilla Sungging Pertiwi,1/5,setahun lalu di,Tidak jelass
Ananda Rito Kusuma Abriyanto,1/5,6 tahun lalu di,Kos :'
Panji Abdul Wahid,1/5,5 tahun lalu di,Terlalu ribettt
Elna Ravita,1/5,4 tahun lalu di,"Tempatnya cukup, bagus, tidak ramai
Ketika saya check-in, staf resepsionis tidak memberi tahu saya kapan waktu sarapan dan karena ini adalah informasi yang sangat umum yang harus diperoleh tamu …"
Dhiko P S,1/5,7 tahun lalu di,"Saya punya pengalaman buruk di sana karena saya sudah memesan dengan layanan tambahan. Saya memesan lantai yang lebih tinggi, tidak ada kamar merokok, dan tempat tidur ganda. Tetapi resepsionis mengatakan bahwa saya baru saja memesan tempat …"
Mathias Respati,2/5,3 bulan lalu di,"Ekspektasi saya lumayan tinggi, karena belum pernah nginep di pop hotel tapi pernah beberapa kali nginep di hotel sejenis seperti fave.
Sempat menginap 2 malam di kamar 909, kesan saya: …"
wahyu capo,2/5,4 minggu lalu di,"Ini kesan yang saya ulas untuk hotel pop Timoho dengan kamar no 718
1.pintu kamar mandi bunyi kalo dibuka / tutup kayak mau pecah, pelan pun tetap bunyi. …"
Lintang Ayudya Wardani,2/5,2 bulan lalu di,"air kotor , warnya kecoklataan gitu trus bau, wastafel juga kotor and mampet fyuhh , lagi mandi tau tau showernya berubah warna dan mati , ke wastafel malah mampet alhasil aku cuci muka pake air minum .. gaada space buat solat , masa iya …"
Uban Kishore,2/5,4 bulan lalu di,Baru saya temui Untuk sekelas kamar harga 1jt kamar kecil fasilitas kurang lengkap dan seperti kamar rumah sakit 😆. Dan untuk makanan biasa saja tidak ada pilihan lauk pauk lain. …
nadia ayu,2/5,2 bulan lalu di,"kecewa banget sama pelayanan disini, bawa barang banyak malah security nya asik depan komputer sambil telfonan bukannya bantuin bawa barang saya. AC kurang dingin sama kamar agak bau apek, sama sprei ada sedikit noda."
Lita,2/5,5 bulan lalu di,"not worth the price. kamar kecil dan lembab, amenities tidak lengkap, sarapan jg ala kadarnya"
Randy Putra,2/5,7 bulan lalu di,"Kamar agak berdebu, korden rusak masih dipakai, bidet toilet mati2, pintu kamar mandi nggak bisa tertutup rapat"
Fawzan Nur Ramadhan,2/5,setahun lalu di,"Receptionist kurang teliti & kurang koordinasi, stelah check-in & masuk kamar, ternyata kamar belum dibersihkan & masih berantakan 🤦🏻‍♂️. Akhirnya ganti kamar. Di kamarpun tidak dapat air minum, atau memang tidak ada. Kebersihan hotel …"
King Ranu,2/5,2 tahun lalu di,"Kamar ok, cm untuk sikat gigi dan perlengkapanya suruh beli, jd menurut sy hotel yg aneh, dengan harga yg hampir menyentuh 400rb/malam tp perlengkapan dan sandal suruh beli ini benar2 ga worthid, trus Pelayanan kurang dan lambat, untuk …"
Gading Setyaning,2/5,setahun lalu di,"Belom jam 12 aja udah diburu buru , baru jam 10.45 katanya udah harus check out dr segi kamar dll sih oke cuma cepet bgt suruh check out nya"
Rizky Bowo,2/5,setahun lalu di,"Umumnya pop lainnya masih cerita yg sama, lumayan lah buat singgah

Kebersihan perlu di tingkatkan …"
Mary I,2/5,4 tahun lalu di,"kamar bersih, hanya saja kurang wangi (entah dari aroma seprai atau lantai yang kurang wangi). tempat parkir luas. sebenarnya overall memuaskan, tapi kami punya pengalaman kurang menyenangkan pd saat checkout. stelah lapor checkout dan kami …"
Rizqi Sticker,2/5,setahun lalu di,"Agak nyesel sih...kamar/pelayanan biasa aja,tv pun kadang berkedip kedip,utk sikat gigi pun tidak ada tdk seperti hotel lain..."
Saputra Aril,2/5,setahun lalu di,"3 hari lalu saya bermalam disana,menurutku pelayanan nya kurang sopan.dan gunakan bahasa yg baik agar mudah di fahami!"
Lutfi Retailman (EL),2/5,6 tahun lalu di,"Wifi lumayan lancar utk kerja, minim fasilitas, brekfast seadanya saja, kopi pun tdk ada, jauh dari kuliner dan tempat belanja. Sandal dan sikat gigi not available well prepare buat yg lain."
bagus puji laksono,2/5,4 tahun lalu di,"Ruangnya tidak kedap dari suara luar,
Agak aneh juga liat routing pipa kamar mandi, jadi aktivitas kamar mandi dari ruang diatas kita jadi terdengar dan mengganggu. …"
Amanata Arabian,2/5,3 tahun lalu di,"Tidak ada bathtub. Sendal hotel juga gaada. Kamar mandi masih bau uap air, seperti tidak pernah dipakai. Tidak ada smoking area si tiap lantai jadi harus keluar dari hotel."
Cerita Rayyaniefa,2/5,7 tahun lalu di,"Kelebihan =
Kamar baru,interior baru. …"
Caesar Firdaus,2/5,2 tahun lalu di,"Kapok nginap sini,,sbnernya kalau g keganggu sama rombongan anak sekolah selama 2 hari bakal worth it,,tamu itu yg dibutuhkan nyaman,,tenang,,tapi g bakal didapat disini soalnya langganan anak2 sekolah,,"
Ahmad Faizal,2/5,4 tahun lalu di,"Tidak ada sikat.
Tidak ada pemanas air.
Tidak ada sandal hotel. …"
cattle,2/5,2 tahun lalu di,"pelayanan standart, kamar bau penggap sekali ,kebersihan perlu di perhatikan."
Rudi Muhalim,2/5,6 tahun lalu di,Air shower kotor.. saya jd trauma waktu mau mandi. Sayang tidak disediakan air galon diluar tapi bs minta ke lobby.. wifi lemot
isya Rahmahwati,2/5,4 tahun lalu di,hotelnya bagus bagunannya.  yg jls blm pernah cek inn disana hehehe.  numpabg parkir mobil aja saat jemput kepulangan Haji orangtua
Nitasari Kurniawan,2/5,5 tahun lalu di,"Hotel kurang bagus. Kotor, Toilet rusak air tdk keluar, minta odol dibilangnya habis.  Pokoknya kurang berkenan."
Andi Dwi,2/5,2 tahun lalu di,"Pas kesana, kamar kami lantai kurang bersih. Kamar sebelah brisik. Remot tv eror."
Nanang Haryanto,2/5,4 tahun lalu di,"Kamar sempit,
Pintu Kamar mandi g ada kuncinya,
Pembuangan udara dikamar mandi sangat tidak maksimal,"
Brian Tande,2/5,2 tahun lalu di,Pesan kamar twin bed breakfast tpi tidak bisa sarapan untuk 2 orang
Muhammad Ivan fauqi,2/5,setahun lalu di,waktu mandi pagi air kotor dan gabisa keluar
Jarno Jarnoandre,2/5,2 tahun lalu di,Sepi sekali air mandi tidak panas sikat gigi pun tidak ada
Mamik Slamet,2/5,4 tahun lalu di,"Breakfast kurang bervariasi, tidak ada pemanas air jadi nggak bisa ngopi"
Nisa Official,2/5,2 tahun lalu di,"TV nggak bisa dinyalakan, kamar masih berdebu"
eccy shima lumanto,2/5,6 tahun lalu di,"Bagus nya cuma interior nya aja. Sabun cuma 1 itupun kecil,sampo 1 sachet,kamar ga ada pewanginya,berisik."
R Arifin Nugroho,2/5,5 tahun lalu di,"Pelayanan ramah tapi check in cukup lama, menu makan pagi kurang variatif"
Azzahra Kanya,2/5,setahun lalu di,Ya kali masa wifi kalo connect in ke iphone gabisaaa 🙂 …
Yoyok Darmaean,2/5,2 tahun lalu di,"Tempat/kamar sempit, fasilitas kurang lengkap"
trisna wati soemarmo,2/5,4 tahun lalu di,"Kamar mandinya kurang bersih, handuknya apalagi enggaa bangget..."
Ardi Hermawan,2/5,6 tahun lalu di,"Saluran kamar mandi mampet, jendela rembes saat hujan, tamu tamu bising, ketok pintu sembarangan"
Doto Utomo,2/5,7 tahun lalu di,"Ada harga ada barang, Harga murah, fasilitas basic, tapi karena hotel ya Baru, OK juga sih"
Tri Widhi Pitoyo,2/5,2 tahun lalu di,"Internet mati ga bisa nonton tv, jadinya mahal"
Davincigesa Valentino,2/5,4 tahun lalu di,Tempatnya lumayan hanya interaksi pada office kurang reaktif karyawa nya
deasy murs,2/5,2 tahun lalu di,Kamar mandi bauk banget
K3-20C _Ainun Ulifiya U,2/5,5 tahun lalu di,Kamarnya kecil dan kurang nyaman
Escanorr,2/5,5 tahun lalu di,ga ada telp dlm kmr
Rafika Indarti,2/5,5 tahun lalu di,Susah merokok
Levi Febiantri,2/5,6 tahun lalu di,Ya karna kebersihannya  kurang
Abram Hersatya,2/5,4 tahun lalu di,Pelayanannya .. buruk
Kesima Jaya,2/5,4 tahun lalu di,Minimalis sekali
hendra adiwibowo,2/5,5 tahun lalu di,sempittt
Soelistyo Noegroho,2/5,6 tahun lalu di,Sederhana
Trip.com Member,2/5,2 bulan lalu di,Tidur kurang nyaman karena ruangan berbau menyengat
tetet prihatnoko,2/5,setahun lalu di,"Kamar dan kamar mandi kotor, sangat disayangkan melihat properti ini kurang pemeliharaan dan pembersihan. Selang shower rusak parah tapi kadang tidak diganti karena sepi, dinding kaca kamar mandi banyak sisa sabun dan dinding kamar mandi …"
Trip.com Member,2/5,setahun lalu di,"Tidak ada fasilitas sikat gigi, pasta gigi (harus bayar), tidak disediakan minuman di kamar (ada galon di luar kamar dan galon kurang bersih) 🥲🥲 …"
Anantha888 Bagus,2/5,2 tahun lalu di,Kamarnya kecil dan tidak ada pembuat kopi. Anda harus pergi ke lobi hotel untuk mendapatkan air panas di dispenser mereka
Trip.com Member,2/5,setahun lalu di,"Tidak ada fasilitas sikat gigi dan pasta gigi (harus berbayar), tidak disediakan minum di dalam kamar (ada galon di luar kamar dan galon kurang bersih)"
Devianty Arinta,2/5,4 tahun lalu di,"Mereka menyajikan sarapan dengan kotak plastik dan peralatan makan sekali pakai..dan ketika saya meminta mereka memesan sarapan saya dengan piring dan sendok biasa, mereka tidak bisa memberi saya. Sangat mengecewakan ketika mereka menolak sedotan padahal mereka masih banyak menggunakan plastik sekali pakai."
Rani Pramudyo N,2/5,4 tahun lalu di,"Pelayanannya terlalu lambat bagi saya (ruang kartu tidak berfungsi lalu saya bertanya ke resepsionis dua kali tetapi masih tidak ada tindakan apa pun (akhirnya dia melakukannya, tetapi menunggu terlalu lama), tetapi kamar dan kamar mandinya cukup bagus"
muhib didi,2/5,5 tahun lalu di,"Kamar mandinya rusak. Saat saya bertanya ke resepsionis, dia hanya bertanya kembali memastikan apakah showernya rusak, tidak memberi solusi"
Anthonius Aditya,2/5,2 hari lalu di,"Sebenarnya lokasi hotel enak karena terletak cukup tengah kota dan banyak fasilitas seperti superindo dll, juga secara service, staff sangat friendly dan ramah serta cukup responsif. …"
Meitha kartika sari,5/5,2 hari lalu di,"Hotel nya nyaman , dapat harga murah sudah termasuk sarapan. Lokasi di tengah kota. Kamar nya gak seberapa besar tapi cukup nyaman menginap disini. Tersedia kolam renang juga."
dwi r,5/5,sebulan lalu di,"Menginap disana saat puasa Ramadhan..jalan depan sempat ditutup karena keramaian di Masjid Jogokariyan (menurut info dibuka kembali jam 19.00), tapi ada petugas, tetap bisa masuk juga bagi yg menginap, sangat menyenangkan, ini juga alasan …"
Tanvie Dinutami Dewi,2/5,sebulan lalu di,"Hari ini saya bukber di sini, untuk segi makanan si ga ada soal, yaa standar hotel lah ya, ga yg enak banget tpi gak yg gak enak juga …"
Suri Tan,3/5,3 minggu lalu di,"Lokasi ok, tapi untuk kamar kurang bersih sprei ada bercak2 lalu handuk kotor, nah pas pertama masuk hordeng jatuh lepas, kamar ukurannya terlalu sempit, untungnya air untuk mandi betul2 panas"
Diansyah Andri Haris,5/5,20 jam lalu di,"Lokasi strategis,pelayanan ok,nyaman lah nginep  disini,staffnya ramah semua
Next bakal balik lgi nginep disini"
Husni Tamrin,1/5,sebulan lalu di,"Lokasinya sebenarnya cukup strategis di tengah kota, namun ada faktor keselamatan yang masih kurang diperhatikan manajemen. Apalagi saat tamu lebih banyak dari biasa, sampai selasar pun dipakai untuk meja dan kursi seperti ini, penutup …"
Fitra Budi Witanto,3/5,3 minggu lalu di,"Dari segi pelayanan cukup bagus, untuk ruangan, sedikit sempit... Kamar mandi kecil sekali... Untuk saralan ( maaf ) knp menunya serba asin dan over micin.... Yg lain, cukup bagus pelayanannya... Thx..."
Meita W,5/5,3 bulan lalu di,"Hotel budget yang ruangan Di dalamnya cukup nyaman, fasilitas lengkap para staff juga ramah, cukup mudah akses ke tugu atau Malioboro hanya sekitar 15rb dengan gojek. Access WiFi sangat mudah dan aman untuk meeting dengan zoom online. …"
Ardhyan M,5/5,sebulan lalu di,"Sudah bagus dan memuaskan, seru bersahabat bagi keluarga.|Menyenangkan dan kamarnya juga cukup enak dan nyaman. Dekat dengan masjid jogokarian jadi beribadah juga terjamin. Semoga bisa dipertahankan fasilitas dan kenyamanan hotel ini"
Nindi K,5/5,3 minggu lalu di,"Hotel nya bagus, staff dan pelayanan nya ramah, sarapan nya enak, dapet view kolam renang yang bagus cocok untuk liburan keluarga dan teman /pasangan. Untuk akses wisata kuliner banyak di area sekitar prawirotaman, dan untuk akses wisata tidak terlalu jauh dan banyak tujuan yang bisa di akses, Lynn hotel terbaikkkk"
Annisa S,5/5,sebulan lalu di,"Hotelnya nyaman, dekat pusat kota. Nyari makanan pun dekat. Pelayanannya ramah banget.  Terus mau kemana² aksesnya gampang. Deket masjid jogokariyan, jd pas ramadhan enak banget mau beli jajajan tinggal keluar hotel aja. Harganya lumayan terjangkaulah. Recommended bangett! 🤍 …"
ria,5/5,3 bulan lalu di,"pernah kesini pas goes to campus kemarinn, kamarnya rapih enak nyaman! point plus nya disini adalah karyawan nya ramah"" bangettt!!! dan juga breakfast nya apalagi nasi gorengnya enakkk bangetttt! super recommended bangett, pintu nya juga …"
Alif N,5/5,3 minggu lalu di,ini salah satu hotel bintang tiga rekomended buat buat wisatawan yang datang ke jogja karena tempat tempat wisata yang ada di jogja tidak jauh dari lyyn hotel. kamar dan makan pagi yang tidak terlalu mahal.disini juga kebersihan setiap tempatnya sangat terjaga
Rivana Marinda P,4/5,sebulan lalu di,kemaren kesini buat bukber. makanannya variannya dikit. lumayan enak. tp servicenya kurang. padahal udah jauh jauh hari reservasi pesen di outdor malah dikasi di indoor deket pintu yang rame orang lalu lalang. trus gada permintaan maaf juga lagi
Siti I,5/5,3 minggu lalu di,"menurut saya ini hotel yang wort it dengan fasilitas dan harga nya, pelayanan yang sangat ramah,kamar yang bersih, fasilitas berfungsi dengan baik,dan sangat menikmati kolam renang nya, tidak sia sia liburan di jogja dan menginap di Lynn hotel by horison"
Itsnani Baiq,5/5,4 hari lalu di,"Menu : mendoan, tahu isi dan capjay enak sekali.
Kamar hotel rapi bersih"
Nadiva C,5/5,3 minggu lalu di,staff resepsion sangatt ramah ramahh dan humble pelayanan cepat |untuk kamar sangatt bersih nyaman dan fungsional fasilitas sangat melengkapiii untuk kamar mandi bersih dan amenities mencukupi|untuk makanan di resto enakk dan bervariasi …
Danuri Utami,5/5,3 bulan lalu di,"Hotel yang cukup nyaman untuk liburan keluarga, fasilitas lengkap, ada kolam renang walaupun tidak nyobain berenang.
Lokasi cukup strategis, tidak terlalu jauh dari alun-alun kidul.
Depan hotel ada penjual makanan jika tidak mendapat sarapan bisa cari depan hotel."
Mutiara n,5/5,sebulan lalu di,"saya pesan deluxe room kamarnya bersih nyaman oke, ac dingin , ada hair dryer nya, wangi kamar nya enak, pesen paket bukber nya murah banget dengan menu yang banyak dan variatif, kolam renang nya juga bersih, receptions nya ramah murah senyum"
Iazn,4/5,2 bulan lalu di,"Kamarnya standar,cuma gaada keset jadi kamar mandi pada becek,dan enaknya deket sama superindo,kopi kenangan jadi bisa jalan kaki kalo mau belanja,gaada kejadian aneh,udh disiapin sabun,kresek,sabun,shampoo,lift 2 , gede banget hotelnya,tangganya luas,viewnya bagus"
Watulintang Media,5/5,2 bulan lalu di,Makanan enak. kamar standar lah  bintang 3 cukup bagus view jendela juga ada. pegawai sangat ramah senyum..cuma kalau barengan anak sekolah pd liburan nginep pada usil pencetin bell
the rain,5/5,sebulan lalu di,"Alhamdulillah... Bisa nginep disini lagi. Kali ini nginep bareng BESTie & bocil2. Aku pesen via Wigipedia pusat Reservasi Hotel Jogja. Ramah2, kamar bersih, dapat surprise Cake karena spesial moment kmrn ultah. Menu sarapan direstonya enak2 dan banyak varian. Recommended..."
Naura D,5/5,3 minggu lalu di,"kanar nya bersih, fasilitas nya lengkap, staff ramah dan membantu, pool nya besar dan bersih, akses nya mudah untuk di jangkau, dekat dengan tempat wisata, dekat dengan wisata kuliner, dekat dengan alkid lingkungan nya enak buat liburan bareng keluarga"
Ani Fathudin,5/5,4 hari lalu di,"Saya menghadiri acara Halbil PKS Kota Jogja. meeting room nyaman, makanan juga enak"
Wuzz Trans,5/5,3 minggu lalu di,"Yang pengen berkunjung ke Masjid Jogokariyan hotel ini bisa jadi alternatif kalo sekitar masjid udah full .. no komplain so far,staff ramah dan sangat membantu .."
Ardhya F,5/5,sebulan lalu di,"untuk penginapan nya sudah cukup bagus dan fasilitas semua lengkap, dan juga nyaman .. tempat sangat strategis dekat dengan masjid dan juga minimarket.. sangat rekomendasi sekali untuk penginapan hotel Lynn jogjakarta.|...... mantapp"
Siti Maryam N,5/5,3 bulan lalu di,"Kami kesini pas liburan smtr 1 kemarin, kami menginap selama dua hari, pd tanggal 30 Des 2023 sd 01 Jan 2024, bener² rekomended, kamarnya nyaman, breakfast nya enyak² dan byk pilihannya, di malam thn baru hanya diem di kamar saja melihat …"
Nadiya Sasmita,5/5,5 bulan lalu di,Kamar nyaman tapi agak creepy karna pintu kamar mandinya kaca. Dari luar bayangannya bisa keliatan coy. Mungkin bagi orang lain gpp tapi saya pribadi merasa kurang nyaman. …
mey mey hokya,5/5,2 bulan lalu di,"Good service...ramah semua pegawainya.
Lokasinya jg strategis.
Ada beberapa meeting room yang nyaman.
Swimming pool yg bagus & bersih."
E Anna,4/5,sebulan lalu di,"Kamar bagus hanya saja kmr mandi sempit, pelayanannya bagus, dekat superindo, mau kmn2 jg dekat"
Imas Nur Astuti,5/5,4 bulan lalu di,"Pengalaman saya ngadain wedding di horison lyn, bener bener pelayanan yang sangat bagus, dengan harga yang oke. Saya dibantu dengan ka mavin, beliau sangat ramah dan baik, fleksibel juga. Selama proses persiapan sampai dengan selesai acara …"
